CO,MQ135,Temperature,Humidity,CO2,TVOC,DustDensity
183,38.0,30.8,60.0,584.0,28.0,7.0
187,43.0,30.8,60.0,591.0,29.0,0.0
194,43.0,30.8,60.0,863.0,70.0,63.0
191,38.0,30.8,59.0,1252.0,129.0,0.0
194,41.0,30.8,59.0,1352.0,145.0,3.0
203,43.0,30.8,59.0,1204.0,122.0,0.0
201,43.0,30.8,59.0,915.0,78.0,5.0
202,43.0,30.8,59.0,1004.0,92.0,0.0
198,42.0,30.8,59.0,1122.0,109.0,6.0
197,39.0,30.8,59.0,1509.0,178.0,0.0
193,42.0,30.8,59.0,1420.0,155.0,0.0
202,39.0,30.8,59.0,1400.0,152.0,1.0
199,39.0,30.8,59.0,1441.0,158.0,0.0
201,41.0,30.8,59.0,1338.0,142.0,24.0
195,39.0,30.8,59.0,1245.0,128.0,19.0
201,43.0,30.8,59.0,997.0,90.0,0.0
197,39.0,30.8,59.0,1044.0,98.0,0.0
193,38.0,30.8,59.0,983.0,88.0,2.0
203,46.0,30.8,59.0,882.0,73.0,0.0
198,43.0,30.8,59.0,902.0,76.0,3.0
191,38.0,30.8,58.0,853.0,69.0,0.0
196,41.0,30.8,58.0,692.0,44.0,0.0
191,38.0,30.8,58.0,783.0,58.0,1.0
187,38.0,30.8,58.0,783.0,58.0,0.0
196,40.0,30.8,58.0,802.0,61.0,52.0
188,38.0,30.8,58.0,870.0,71.0,2.0
187,38.0,30.8,58.0,940.0,82.0,3.0
195,43.0,30.8,58.0,868.0,71.0,0.0
193,36.0,30.8,58.0,787.0,58.0,0.0
192,40.0,30.8,58.0,889.0,74.0,8.0
189,38.0,30.8,58.0,885.0,73.0,1.0
188,37.0,30.8,57.0,885.0,73.0,5.0
188,38.0,30.8,57.0,836.0,66.0,0.0
187,37.0,30.8,57.0,817.0,63.0,0.0
186,41.0,30.8,57.0,780.0,57.0,3.0
191,44.0,30.8,57.0,757.0,54.0,2.0
194,40.0,30.8,57.0,620.0,33.0,8.0
188,38.0,30.8,57.0,649.0,37.0,0.0
187,42.0,30.8,57.0,624.0,34.0,36.0
183,38.0,30.8,57.0,607.0,31.0,0.0
188,43.0,30.8,57.0,533.0,20.0,0.0
187,38.0,30.8,56.0,591.0,29.0,19.0
184,38.0,30.8,56.0,605.0,31.0,0.0
183,38.0,30.8,56.0,612.0,32.0,1.0
190,40.0,30.8,56.0,574.0,26.0,24.0
188,38.0,30.8,56.0,659.0,39.0,0.0
184,35.0,30.8,56.0,682.0,42.0,0.0
184,37.0,30.8,56.0,702.0,46.0,0.0
185,38.0,30.8,56.0,708.0,46.0,0.0
185,38.0,30.8,56.0,679.0,42.0,0.0
185,38.0,30.8,56.0,690.0,44.0,0.0
184,35.0,30.8,56.0,653.0,38.0,1.0
183,38.0,30.8,56.0,623.0,33.0,0.0
183,38.0,30.8,56.0,567.0,25.0,0.0
188,43.0,30.8,56.0,543.0,21.0,0.0
188,42.0,30.8,56.0,618.0,33.0,2.0
183,38.0,30.8,56.0,614.0,32.0,0.0
186,40.0,30.8,56.0,599.0,30.0,0.0
186,42.0,30.8,56.0,530.0,19.0,3.0
182,38.0,30.8,56.0,586.0,28.0,2.0
184,35.0,30.8,56.0,577.0,26.0,1.0
185,41.0,30.8,57.0,565.0,25.0,3.0
184,40.0,30.8,57.0,487.0,13.0,0.0
186,40.0,30.8,57.0,546.0,22.0,0.0
181,38.0,30.8,57.0,534.0,20.0,10.0
181,38.0,30.8,57.0,533.0,20.0,0.0
181,38.0,30.8,57.0,533.0,20.0,0.0
183,42.0,30.8,57.0,503.0,15.0,2.0
187,42.0,30.7,57.0,481.0,12.0,0.0
187,38.0,30.8,57.0,530.0,19.0,0.0
183,38.0,30.8,57.0,523.0,18.0,0.0
187,42.0,30.8,57.0,475.0,11.0,3.0
188,40.0,30.8,57.0,534.0,20.0,0.0
184,35.0,30.8,57.0,526.0,19.0,0.0
186,40.0,30.8,58.0,530.0,19.0,0.0
187,43.0,30.8,58.0,524.0,18.0,71.0
186,40.0,30.8,58.0,530.0,19.0,4.0
186,40.0,30.8,58.0,530.0,19.0,0.0
181,35.0,30.8,58.0,542.0,21.0,0.0
181,39.0,30.8,58.0,527.0,19.0,1.0
182,37.0,30.8,58.0,536.0,20.0,0.0
184,36.0,30.8,58.0,536.0,20.0,0.0
184,40.0,30.8,58.0,551.0,23.0,0.0
188,46.0,30.8,58.0,491.0,13.0,2.0
187,38.0,30.8,58.0,555.0,23.0,0.0
193,46.0,30.8,58.0,496.0,14.0,2.0
214,44.0,31.3,59.0,832.0,65.0,12.0
217,43.0,31.8,59.0,732.0,50.0,0.0
228,44.0,31.8,59.0,961.0,85.0,0.0
220,50.0,31.8,59.0,940.0,82.0,32.0
209,47.0,31.8,59.0,806.0,61.0,2.0
210,44.0,31.8,59.0,650.0,38.0,4.0
206,40.0,31.8,59.0,692.0,44.0,4.0
200,40.0,31.8,59.0,656.0,39.0,2.0
194,43.0,31.8,59.0,487.0,13.0,1.0
191,42.0,31.8,59.0,631.0,35.0,0.0
191,39.0,31.8,59.0,633.0,35.0,0.0
185,43.0,31.8,59.0,534.0,20.0,0.0
196,44.0,31.8,59.0,553.0,23.0,0.0
193,39.0,31.8,59.0,589.0,28.0,0.0
198,44.0,31.8,59.0,565.0,25.0,0.0
191,42.0,31.5,59.0,607.0,31.0,2.0
192,37.0,31.3,60.0,626.0,34.0,0.0
196,41.0,31.3,60.0,540.0,21.0,0.0
204,43.0,31.8,60.0,539.0,21.0,0.0
198,39.0,31.8,60.0,602.0,30.0,0.0
202,42.0,31.8,60.0,496.0,14.0,0.0
196,37.0,31.8,60.0,524.0,18.0,0.0
205,47.0,31.8,59.0,472.0,10.0,5.0
207,43.0,31.8,59.0,472.0,10.0,0.0
201,43.0,31.8,59.0,530.0,19.0,5.0
192,37.0,31.8,59.0,470.0,10.0,16.0
196,43.0,31.8,59.0,480.0,12.0,0.0
196,37.0,31.8,59.0,548.0,22.0,0.0
202,42.0,31.8,59.0,492.0,14.0,0.0
195,39.0,31.8,59.0,566.0,25.0,0.0
197,43.0,31.8,59.0,514.0,17.0,0.0
193,39.0,31.8,59.0,543.0,21.0,0.0
190,42.0,31.8,59.0,514.0,17.0,16.0
193,43.0,31.8,59.0,461.0,9.0,0.0
193,39.0,31.8,59.0,461.0,9.0,2.0
195,43.0,31.8,59.0,454.0,8.0,0.0
194,39.0,31.8,59.0,519.0,18.0,0.0
195,47.0,31.8,59.0,461.0,9.0,6.0
193,39.0,31.8,59.0,520.0,18.0,0.0
189,42.0,31.8,59.0,520.0,18.0,5.0
197,46.0,31.8,59.0,454.0,8.0,3.0
200,43.0,31.8,58.0,432.0,4.0,0.0
192,39.0,31.8,58.0,441.0,6.0,0.0
192,41.0,31.8,58.0,434.0,5.0,1.0
192,40.0,31.8,57.0,400.0,0.0,0.0
189,43.0,31.8,57.0,478.0,11.0,0.0
191,43.0,31.8,57.0,580.0,27.0,10.0
188,40.0,32.3,58.0,591.0,29.0,0.0
186,40.0,32.3,58.0,502.0,15.0,4.0
187,43.0,32.3,58.0,498.0,14.0,0.0
188,44.0,32.3,58.0,517.0,17.0,1.0
188,37.0,32.3,58.0,602.0,30.0,0.0
192,41.0,32.3,58.0,540.0,21.0,0.0
182,39.0,32.3,57.0,592.0,29.0,0.0
180,37.0,32.3,57.0,575.0,26.0,0.0
175,38.0,32.3,57.0,548.0,22.0,27.0
181,46.0,32.3,57.0,493.0,14.0,2.0
183,38.0,32.3,57.0,536.0,20.0,0.0
184,40.0,32.3,57.0,553.0,23.0,0.0
178,35.0,32.3,57.0,569.0,25.0,0.0
178,37.0,32.3,57.0,569.0,25.0,0.0
179,38.0,32.3,57.0,569.0,25.0,0.0
185,46.0,32.3,57.0,482.0,12.0,3.0
183,38.0,32.3,57.0,531.0,19.0,0.0
180,37.0,32.3,57.0,526.0,19.0,0.0
187,46.0,32.3,57.0,502.0,15.0,2.0
185,42.0,32.3,56.0,657.0,39.0,2.0
181,41.0,32.3,57.0,629.0,34.0,0.0
182,42.0,32.3,56.0,536.0,20.0,2.0
181,40.0,32.3,56.0,597.0,30.0,4.0
176,37.0,32.4,56.0,560.0,24.0,0.0
175,38.0,32.3,56.0,534.0,20.0,0.0
175,38.0,32.4,55.0,589.0,28.0,0.0
172,40.0,32.4,55.0,560.0,24.0,4.0
179,41.0,32.7,56.0,518.0,17.0,3.0
191,42.0,32.8,55.0,518.0,17.0,9.0
195,38.0,32.8,55.0,536.0,20.0,0.0
199,38.0,32.8,55.0,536.0,20.0,3.0
203,43.0,32.8,55.0,462.0,9.0,0.0
216,44.0,32.8,55.0,515.0,17.0,56.0
201,42.0,32.8,55.0,518.0,17.0,26.0
197,43.0,32.8,54.0,438.0,5.0,0.0
204,37.0,32.8,54.0,497.0,14.0,0.0
200,40.0,32.8,53.0,536.0,20.0,0.0
200,37.0,32.8,53.0,569.0,25.0,0.0
199,39.0,32.8,54.0,580.0,27.0,0.0
192,43.0,32.8,53.0,526.0,19.0,0.0
207,50.0,32.8,54.0,530.0,19.0,6.0
207,39.0,32.8,53.0,615.0,32.0,0.0
209,39.0,32.8,54.0,623.0,33.0,14.0
212,44.0,32.8,54.0,591.0,29.0,6.0
214,39.0,32.8,54.0,706.0,46.0,13.0
216,44.0,32.8,54.0,763.0,55.0,4.0
223,48.0,32.8,54.0,806.0,61.0,3.0
217,37.0,32.8,55.0,834.0,66.0,0.0
214,39.0,32.8,55.0,857.0,69.0,0.0
221,43.0,32.8,55.0,857.0,69.0,1.0
220,40.0,32.8,55.0,855.0,69.0,0.0
219,44.0,32.8,55.0,817.0,63.0,3.0
215,48.0,32.8,55.0,675.0,41.0,1.0
225,45.0,32.8,55.0,638.0,36.0,0.0
219,39.0,32.8,55.0,699.0,45.0,0.0
215,44.0,32.8,54.0,678.0,42.0,6.0
201,43.0,32.8,54.0,592.0,29.0,1.0
220,37.0,32.8,55.0,715.0,47.0,0.0
212,39.0,32.8,54.0,728.0,49.0,0.0
214,47.0,32.8,55.0,665.0,40.0,3.0
215,40.0,32.8,55.0,795.0,60.0,0.0
210,39.0,32.8,55.0,675.0,41.0,0.0
214,40.0,32.8,55.0,793.0,59.0,0.0
216,44.0,32.8,55.0,768.0,56.0,0.0
208,46.0,32.8,55.0,645.0,37.0,3.0
208,40.0,32.8,54.0,665.0,40.0,6.0
203,39.0,32.8,54.0,672.0,41.0,0.0
204,37.0,32.8,53.0,580.0,27.0,0.0
200,41.0,32.8,53.0,594.0,29.0,0.0
206,39.0,32.8,53.0,694.0,44.0,0.0
201,39.0,32.8,53.0,631.0,35.0,0.0
204,42.0,33.2,51.0,574.0,26.0,0.0
209,44.0,33.2,51.0,666.0,40.0,0.0
205,39.0,32.8,52.0,688.0,43.0,610.0
213,43.0,32.8,52.0,638.0,36.0,0.0
219,45.0,32.8,52.0,740.0,51.0,0.0
215,41.0,32.8,53.0,763.0,55.0,487.0
213,45.0,32.8,53.0,682.0,42.0,0.0
211,44.0,32.8,53.0,768.0,56.0,0.0
206,44.0,32.8,53.0,768.0,56.0,0.0
207,48.0,32.8,53.0,659.0,39.0,0.0
207,44.0,32.8,53.0,564.0,24.0,0.0
203,44.0,32.8,53.0,624.0,34.0,540.0
202,39.0,32.8,53.0,717.0,48.0,619.0
198,39.0,32.8,53.0,704.0,46.0,539.0
195,39.0,32.8,53.0,692.0,44.0,259.0
198,40.0,32.8,53.0,640.0,36.0,0.0
197,40.0,32.8,53.0,678.0,42.0,28.0
196,42.0,32.8,53.0,572.0,26.0,0.0
195,39.0,32.8,52.0,566.0,25.0,552.0
186,43.0,32.8,52.0,556.0,23.0,227.0
199,44.0,32.8,52.0,868.0,71.0,446.0
200,40.0,32.9,52.0,708.0,46.0,366.0
193,39.0,33.3,50.0,629.0,34.0,620.0
193,43.0,33.3,50.0,539.0,21.0,0.0
202,44.0,33.3,50.0,730.0,50.0,623.0
200,39.0,33.3,50.0,855.0,69.0,0.0
203,46.0,32.8,52.0,643.0,37.0,119.0
203,39.0,32.8,52.0,690.0,44.0,0.0
203,44.0,32.8,52.0,643.0,37.0,496.0
198,47.0,33.2,50.0,520.0,18.0,0.0
201,39.0,33.0,50.0,602.0,30.0,277.0
202,48.0,32.8,52.0,514.0,17.0,530.0
205,40.0,32.8,52.0,602.0,30.0,0.0
200,44.0,32.8,52.0,602.0,30.0,0.0
193,43.0,32.8,52.0,527.0,19.0,87.0
203,44.0,32.8,52.0,560.0,24.0,617.0
195,43.0,32.8,52.0,566.0,25.0,279.0
202,37.0,32.8,52.0,653.0,38.0,0.0
203,40.0,32.8,52.0,653.0,38.0,625.0
201,44.0,32.8,52.0,641.0,36.0,0.0
202,44.0,32.8,52.0,581.0,27.0,80.0
201,39.0,32.8,52.0,646.0,37.0,424.0
205,46.0,32.8,52.0,618.0,33.0,29.0
204,43.0,32.8,52.0,672.0,41.0,2.0
202,40.0,32.8,52.0,668.0,40.0,617.0
196,42.0,32.8,52.0,623.0,33.0,347.0
195,43.0,32.8,52.0,545.0,22.0,0.0
201,44.0,32.8,52.0,605.0,31.0,0.0
193,39.0,32.8,51.0,580.0,27.0,251.0
194,43.0,32.8,51.0,518.0,17.0,234.0
196,37.0,32.8,51.0,455.0,8.0,0.0
192,37.0,32.8,51.0,600.0,30.0,438.0
198,47.0,32.8,51.0,551.0,23.0,0.0
210,44.0,32.8,51.0,627.0,34.0,0.0
191,41.0,32.8,51.0,617.0,33.0,429.0
196,40.0,32.8,51.0,602.0,30.0,461.0
190,42.0,32.8,51.0,581.0,27.0,610.0
192,39.0,32.8,51.0,589.0,28.0,603.0
195,46.0,32.8,51.0,493.0,14.0,0.0
198,40.0,32.8,50.0,539.0,21.0,0.0
191,39.0,32.8,50.0,464.0,9.0,432.0
191,43.0,32.8,49.0,454.0,8.0,0.0
191,39.0,32.8,49.0,493.0,14.0,0.0
